ozma_of_oz_04_f000017|What does?|What does?
ozma_of_oz_04_f000018|Why, the crack. So I think it must be a door of rock, although I do not see any hinges.|Why, the crack. So I think it must be a door of rock, although I do not see any hinges.
ozma_of_oz_04_f000019|Oh, yes, said Dorothy, now observing for the first time the crack in the rock. And isn't this a key-hole, Billina? pointing to a round, deep hole at one side of the door.|Oh, yes, said Dorothy, now observing for the first time the crack in the rock. And isn't this a key-hole, Billina? pointing to a round, deep hole at one side of the door.
ozma_of_oz_04_f000020|Of course. If we only had the key, now, we could unlock it and see what is there, replied the yellow hen. May be it's a treasure chamber full of diamonds and rubies,|Of course. If we only had the key, now, we could unlock it and see what is there, replied the yellow hen. May be it's a treasure chamber full of diamonds and rubies,
ozma_of_oz_04_f000021|or heaps of shining gold, or That reminds me, said Dorothy, of the golden key I picked up on the shore.|or heaps of shining gold, or That reminds me, said Dorothy, of the golden key I picked up on the shore.
ozma_of_oz_04_f000022|Do you think that it would fit this key-hole, Billina?|Do you think that it would fit this key-hole, Billina?
ozma_of_oz_04_f000023|Try it and see, suggested the hen.|Try it and see, suggested the hen.
ozma_of_oz_04_f000024|So Dorothy searched in the pocket of her dress and found the golden key. And when she had put it into the hole of the rock, and turned it, a sudden sharp snap was heard;|So Dorothy searched in the pocket of her dress and found the golden key. And when she had put it into the hole of the rock, and turned it, a sudden sharp snap was heard;
ozma_of_oz_04_f000025|then, with a solemn creak that made the shivers run down the child's back, the face of the rock fell outward, like a door on hinges, and revealed a small dark chamber just inside.|then, with a solemn creak that made the shivers run down the child's back, the face of the rock fell outward, like a door on hinges, and revealed a small dark chamber just inside.
ozma_of_oz_04_f000026|Good gracious! cried Dorothy, shrinking back as far as the narrow path would let her.|Good gracious! cried Dorothy, shrinking back as far as the narrow path would let her.
ozma_of_oz_04_f000027|For, standing within the narrow chamber of rock, was the form of a man or, at least, it seemed like a man, in the dim light.|For, standing within the narrow chamber of rock, was the form of a man or, at least, it seemed like a man, in the dim light.
ozma_of_oz_04_f000028|He was only about as tall as Dorothy herself, and his body was round as a ball and made out of burnished copper. Also his head and limbs were copper,|He was only about as tall as Dorothy herself, and his body was round as a ball and made out of burnished copper. Also his head and limbs were copper,
ozma_of_oz_04_f000029|and these were jointed or hinged to his body in a peculiar way, with metal caps over the joints, like the armor worn by knights in days of old.|and these were jointed or hinged to his body in a peculiar way, with metal caps over the joints, like the armor worn by knights in days of old.
ozma_of_oz_04_f000030|He stood perfectly still, and where the light struck upon his form it glittered as if made of pure gold.|He stood perfectly still, and where the light struck upon his form it glittered as if made of pure gold.
ozma_of_oz_04_f000031|Don't be frightened, called Billina, from her perch. It isn't alive.|Don't be frightened, called Billina, from her perch. It isn't alive.
ozma_of_oz_04_f000032|I see it isn't, replied the girl, drawing a long breath.|I see it isn't, replied the girl, drawing a long breath.
ozma_of_oz_04_f000033|It is only made out of copper, like the old kettle in the barn-yard at home, continued the hen, turning her head first to one side and then to the other,|It is only made out of copper, like the old kettle in the barn-yard at home, continued the hen, turning her head first to one side and then to the other,
ozma_of_oz_04_f000034|so that both her little round eyes could examine the object.|so that both her little round eyes could examine the object.
ozma_of_oz_04_f000035|Once, said Dorothy, I knew a man made out of tin, who was a woodman named Nick Chopper. But he was as alive as we are, 'cause he was born a real man,|Once, said Dorothy, I knew a man made out of tin, who was a woodman named Nick Chopper. But he was as alive as we are, 'cause he was born a real man,
ozma_of_oz_04_f000036|and got his tin body a little at a time first a leg and then a finger and then an ear for the reason that he had so many accidents with his axe,|and got his tin body a little at a time first a leg and then a finger and then an ear for the reason that he had so many accidents with his axe,
ozma_of_oz_04_f000037|and cut himself up in a very careless manner.|and cut himself up in a very careless manner.
ozma_of_oz_04_f000038|Oh, said the hen, with a sniff, as if she did not believe the story.|Oh, said the hen, with a sniff, as if she did not believe the story.
ozma_of_oz_04_f000039|But this copper man, continued Dorothy, looking at it with big eyes, is not alive at all, and I wonder what it was made for, and why it was locked up in this queer place.|But this copper man, continued Dorothy, looking at it with big eyes, is not alive at all, and I wonder what it was made for, and why it was locked up in this queer place.
ozma_of_oz_04_f000040|That is a mystery, remarked the hen, twisting her head to arrange her wing-feathers with her bill.|That is a mystery, remarked the hen, twisting her head to arrange her wing-feathers with her bill.
ozma_of_oz_04_f000041|Dorothy stepped inside the little room to get a back view of the copper man, and in this way discovered a printed card that hung between his shoulders,|Dorothy stepped inside the little room to get a back view of the copper man, and in this way discovered a printed card that hung between his shoulders,
ozma_of_oz_04_f000042|it being suspended from a small copper peg at the back of his neck.|it being suspended from a small copper peg at the back of his neck.
ozma_of_oz_04_f000043|She unfastened this card and returned to the path, where the light was better, and sat herself down upon a slab of rock to read the printing.|She unfastened this card and returned to the path, where the light was better, and sat herself down upon a slab of rock to read the printing.
ozma_of_oz_04_f000044|What does it say? asked the hen, curiously.|What does it say? asked the hen, curiously.
ozma_of_oz_04_f000045|Dorothy read the card aloud, spelling out the big words with some difficulty; and this is what she read: SMITH & TINKER'S Patent Double-Action,|Dorothy read the card aloud, spelling out the big words with some difficulty; and this is what she read: SMITH  TINKER'S Patent Double-Action,
ozma_of_oz_04_f000046|Extra-Responsive, Thought-Creating, Perfect-Talking MECHANICAL MAN .|Extra-Responsive, Thought-Creating, Perfect-Talking MECHANICAL MAN .
ozma_of_oz_04_f000047|Fitted with our Special Clock-Work Attachment. Thinks, Speaks, Acts, and Does Everything but Live. Manufactured only at our Works at Evna, Land of Ev.|Fitted with our Special Clock-Work Attachment. Thinks, Speaks, Acts, and Does Everything but Live. Manufactured only at our Works at Evna, Land of Ev.
ozma_of_oz_04_f000048|All infringements will be promptly Prosecuted according to Law. How queer! said the yellow hen. Do you think that is all true, my dear?|All infringements will be promptly Prosecuted according to Law. How queer! said the yellow hen. Do you think that is all true, my dear?
ozma_of_oz_04_f000049|I don't know, answered Dorothy, who had more to read. Listen to this, Billina: DIRECTIONS FOR USING: For THINKING: Wind the Clock-work Man under his left arm, marked number one.|I don't know, answered Dorothy, who had more to read. Listen to this, Billina: DIRECTIONS FOR USING: For THINKING: Wind the Clock-work Man under his left arm, marked number one.
ozma_of_oz_04_f000050|For SPEAKING: Wind the Clock-work Man under his right arm, marked number two. For WALKING and ACTION: Wind Clock-work in the middle of his back, marked number three 3.|For SPEAKING: Wind the Clock-work Man under his right arm, marked number two. For WALKING and ACTION: Wind Clock-work in the middle of his back, marked number three three.
ozma_of_oz_04_f000051|N. B. This Mechanism is guaranteed to work perfectly for a thousand years. Well, I declare! gasped the yellow hen, in amazement; if the copper man can do half of these things he is a very wonderful machine.|N. B. This Mechanism is guaranteed to work perfectly for a thousand years. Well, I declare! gasped the yellow hen, in amazement; if the copper man can do half of these things he is a very wonderful machine.
ozma_of_oz_04_f000052|But I suppose it is all humbug, like so many other patented articles.|But I suppose it is all humbug, like so many other patented articles.
ozma_of_oz_04_f000053|We might wind him up, suggested Dorothy, and see what he'll do.|We might wind him up, suggested Dorothy, and see what he'll do.
ozma_of_oz_04_f000054|Where is the key to the clock-work? asked Billina.|Where is the key to the clock-work? asked Billina.
ozma_of_oz_04_f000055|Hanging on the peg where I found the card.|Hanging on the peg where I found the card.
ozma_of_oz_04_f000056|Then, said the hen, let us try him, and find out if he will go. He is warranted for a thousand years, it seems; but we do not know how long he has been standing inside this rock.|Then, said the hen, let us try him, and find out if he will go. He is warranted for a thousand years, it seems; but we do not know how long he has been standing inside this rock.
ozma_of_oz_04_f000057|Dorothy had already taken the clock key from the peg.|Dorothy had already taken the clock key from the peg.
ozma_of_oz_04_f000058|Which shall I wind up first? she asked, looking again at the directions on the card.|Which shall I wind up first? she asked, looking again at the directions on the card.
ozma_of_oz_04_f000059|Number One, I should think, returned Billina. That makes him think, doesn't it?|Number One, I should think, returned Billina. That makes him think, doesn't it?
ozma_of_oz_04_f000060|Yes, said Dorothy, and wound up Number One, under the left arm.|Yes, said Dorothy, and wound up Number One, under the left arm.
ozma_of_oz_04_f000061|He doesn't seem any different, remarked the hen, critically.|He doesn't seem any different, remarked the hen, critically.
ozma_of_oz_04_f000062|Why, of course not; he is only thinking, now, said Dorothy.|Why, of course not; he is only thinking, now, said Dorothy.
ozma_of_oz_04_f000063|I wonder what he is thinking about.|I wonder what he is thinking about.
ozma_of_oz_04_f000064|I'll wind up his talk, and then perhaps he can tell us, said the girl.|I'll wind up his talk, and then perhaps he can tell us, said the girl.
ozma_of_oz_04_f000065|So she wound up Number Two, and immediately the clock-work man said, without moving any part of his body except his lips: Good morn-ing, lit-tle girl. Good morn-ing, Mrs. Hen.|So she wound up Number Two, and immediately the clock-work man said, without moving any part of his body except his lips: Good morn-ing, lit-tle girl. Good morn-ing, Mrs. Hen.
ozma_of_oz_04_f000066|The words sounded a little hoarse and creaky, and they were uttered all in the same tone, without any change of expression whatever; but both Dorothy and Billina understood them perfectly.|The words sounded a little hoarse and creaky, and they were uttered all in the same tone, without any change of expression whatever; but both Dorothy and Billina understood them perfectly.
ozma_of_oz_04_f000067|Good morning, sir, they answered, politely.|Good morning, sir, they answered, politely.
ozma_of_oz_04_f000068|Thank you for res-cu-ing me, continued the machine, in the same monotonous voice, which seemed to be worked by a bellows inside of him, like the little toy lambs and cats the children squeeze so that they will make a noise.|Thank you for res-cu-ing me, continued the machine, in the same monotonous voice, which seemed to be worked by a bellows inside of him, like the little toy lambs and cats the children squeeze so that they will make a noise.
ozma_of_oz_04_f000069|Don't mention it, answered Dorothy. And then, being very curious, she asked: How did you come to be locked up in this place?|Don't mention it, answered Dorothy. And then, being very curious, she asked: How did you come to be locked up in this place?
ozma_of_oz_04_f000070|It is a long sto-ry, replied the copper man; but I will tell it to you brief-ly. I was pur-chased from Smith & Tin-ker, my man-u-fac-tur-ers,|It is a long sto-ry, replied the copper man; but I will tell it to you brief-ly. I was pur-chased from Smith  Tin-ker, my man-u-fac-tur-ers,
ozma_of_oz_04_f000071|by a cru-el King of Ev, named Ev-ol-do, who used to beat all his serv-ants un-til they died.|by a cru-el King of Ev, named Ev-ol-do, who used to beat all his serv-ants un-til they died.
ozma_of_oz_04_f000072|How-ev-er, he was not a-ble to kill me, be-cause I was not a-live, and one must first live in or-der to die. So that all his beat-ing did me no harm,|How-ev-er, he was not a-ble to kill me, be-cause I was not a-live, and one must first live in or-der to die. So that all his beat-ing did me no harm,
ozma_of_oz_04_f000073|and mere-ly kept my cop-per bod-y well pol-ished.|and mere-ly kept my cop-per bod-y well pol-ished.
ozma_of_oz_04_f000074|This cru-el king had a love-ly wife and ten beau-ti-ful chil-dren five boys and five girls but in a fit of an-ger he sold them all to the Nome King,|This cru-el king had a love-ly wife and ten beau-ti-ful chil-dren five boys and five girls but in a fit of an-ger he sold them all to the Nome King,
ozma_of_oz_04_f000075|who by means of his mag-ic arts changed them all in-to oth-er forms and put them in his un-der-ground pal-ace to or-na-ment the rooms.|who by means of his mag-ic arts changed them all in-to oth-er forms and put them in his un-der-ground pal-ace to or-na-ment the rooms.
ozma_of_oz_04_f000076|Af-ter-ward the King of Ev re-gret-ted his wick-ed ac-tion, and tried to get his wife and chil-dren a-way from the Nome King, but with-out a-vail.|Af-ter-ward the King of Ev re-gret-ted his wick-ed ac-tion, and tried to get his wife and chil-dren a-way from the Nome King, but with-out a-vail.
ozma_of_oz_04_f000077|So, in de-spair, he locked me up in this rock, threw the key in-to the o-cean, and then jumped in af-ter it and was drowned.|So, in de-spair, he locked me up in this rock, threw the key in-to the o-cean, and then jumped in af-ter it and was drowned.
ozma_of_oz_04_f000078|How very dreadful! exclaimed Dorothy.|How very dreadful! exclaimed Dorothy.
ozma_of_oz_04_f000079|It is, in-deed, said the machine. When I found my-self im-pris-oned I shout-ed for help un-til my voice ran down; and then I walked back and forth in this lit-tle room un-til my ac-tion ran down;|It is, in-deed, said the machine. When I found my-self im-pris-oned I shout-ed for help un-til my voice ran down; and then I walked back and forth in this lit-tle room un-til my ac-tion ran down;
ozma_of_oz_04_f000080|and then I stood still and thought un-til my thoughts ran down.|and then I stood still and thought un-til my thoughts ran down.
ozma_of_oz_04_f000081|Af-ter that I re-mem-ber noth-ing un-til you wound me up a-gain.|Af-ter that I re-mem-ber noth-ing un-til you wound me up a-gain.
ozma_of_oz_04_f000082|It's a very wonderful story, said Dorothy, and proves that the Land of Ev is really a fairy land, as I thought it was.|It's a very wonderful story, said Dorothy, and proves that the Land of Ev is really a fairy land, as I thought it was.
ozma_of_oz_04_f000083|Of course it is, answered the copper man. I do not sup-pose such a per-fect ma-chine as I am could be made in an-y place but a fair-y land.|Of course it is, answered the copper man. I do not sup-pose such a per-fect ma-chine as I am could be made in an-y place but a fair-y land.
ozma_of_oz_04_f000084|I've never seen one in Kansas, said Dorothy.|I've never seen one in Kansas, said Dorothy.
ozma_of_oz_04_f000085|But where did you get the key to un-lock this door? asked the clock-work voice.|But where did you get the key to un-lock this door? asked the clock-work voice.
ozma_of_oz_04_f000086|I found it on the shore, where it was prob'ly washed up by the waves, she answered. And now, sir, if you don't mind, I'll wind up your action.|I found it on the shore, where it was prob'ly washed up by the waves, she answered. And now, sir, if you don't mind, I'll wind up your action.
ozma_of_oz_04_f000087|That will please me ve-ry much, said the machine.|That will please me ve-ry much, said the machine.
ozma_of_oz_04_f000088|So she wound up Number Three, and at once the copper man in a somewhat stiff and jerky fashion walked out of the rocky cavern, took off his copper hat and bowed politely,|So she wound up Number Three, and at once the copper man in a somewhat stiff and jerky fashion walked out of the rocky cavern, took off his copper hat and bowed politely,
ozma_of_oz_04_f000089|and then kneeled before Dorothy.|and then kneeled before Dorothy.
ozma_of_oz_04_f000090|Said he: From this time forth I am your o-be-di-ent ser-vant. What-ev-er you com-mand, that I will do will-ing-ly if you keep me wound up.|Said he: From this time forth I am your o-be-di-ent ser-vant. What-ev-er you com-mand, that I will do will-ing-ly if you keep me wound up.
ozma_of_oz_04_f000091|What is your name? she asked.|What is your name? she asked.
ozma_of_oz_04_f000092|Tik-tok, he replied. My for-mer mas-ter gave me that name be-cause my clock-work al-ways ticks when it is wound up.|Tik-tok, he replied. My for-mer mas-ter gave me that name be-cause my clock-work al-ways ticks when it is wound up.
ozma_of_oz_04_f000093|I can hear it now, said the yellow hen.|I can hear it now, said the yellow hen.
ozma_of_oz_04_f000094|So can I, said Dorothy. And then she added, with some anxiety: You don't strike, do you?|So can I, said Dorothy. And then she added, with some anxiety: You don't strike, do you?
ozma_of_oz_04_f000095|No, answered Tiktok; and there is no a-larm con-nec-ted with my ma-chin-er-y. I can tell the time, though, by speak-ing, and as I nev-er sleep I can wak-en you at an-y hour you wish to get up in the morn-ing.|No, answered Tiktok; and there is no a-larm con-nec-ted with my ma-chin-er-y. I can tell the time, though, by speak-ing, and as I nev-er sleep I can wak-en you at an-y hour you wish to get up in the morn-ing.
ozma_of_oz_04_f000096|That's nice, said the little girl; only I never wish to get up in the morning.|That's nice, said the little girl; only I never wish to get up in the morning.
ozma_of_oz_04_f000097|You can sleep until I lay my egg, said the yellow hen. Then, when I cackle, Tiktok will know it is time to waken you.|You can sleep until I lay my egg, said the yellow hen. Then, when I cackle, Tiktok will know it is time to waken you.
ozma_of_oz_04_f000098|Do you lay your egg very early? asked Dorothy.|Do you lay your egg very early? asked Dorothy.
ozma_of_oz_04_f000099|About eight o'clock, said Billina. And everybody ought to be up by that time, I'm sure.|About eight o'clock, said Billina. And everybody ought to be up by that time, I'm sure.
ozma_of_oz_04_f000100|End of chapter 4.|End of chapter four.
ozma_of_oz_05_f000001|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.
ozma_of_oz_05_f000002|Ozma of Oz by L Frank Baum. Chapter 5. Dorothy Opens the Dinner Pail.|Ozma of Oz by L Frank Baum. Chapter five. Dorothy Opens the Dinner Pail.
ozma_of_oz_05_f000003|Now Tiktok, said Dorothy, the first thing to be done is to find a way for us to escape from these rocks. The Wheelers are down below, you know, and threaten to kill us.|Now Tiktok, said Dorothy, the first thing to be done is to find a way for us to escape from these rocks. The Wheelers are down below, you know, and threaten to kill us.
ozma_of_oz_05_f000004|There is no rea-son to be a-fraid of the Wheel-ers, said Tiktok, the words coming more slowly than before.|There is no rea-son to be a-fraid of the Wheel-ers, said Tiktok, the words coming more slowly than before.
ozma_of_oz_05_f000005|Why not? she asked.|Why not? she asked.
ozma_of_oz_05_f000006|Be-cause they are ag-g-g gr-gr-r-r- He gave a sort of gurgle and stopped short, waving his hands frantically until suddenly he became motionless,|Be-cause they are ag-g-g gr-gr-r-r- He gave a sort of gurgle and stopped short, waving his hands frantically until suddenly he became motionless,
ozma_of_oz_05_f000007|with one arm in the air and the other held stiffly before him with all the copper fingers of the hand spread out like a fan.|with one arm in the air and the other held stiffly before him with all the copper fingers of the hand spread out like a fan.
ozma_of_oz_05_f000008|Dear me! said Dorothy, in a frightened tone. What can the matter be?|Dear me! said Dorothy, in a frightened tone. What can the matter be?
ozma_of_oz_05_f000009|He's run down, I suppose, said the hen, calmly. You couldn't have wound him up very tight.|He's run down, I suppose, said the hen, calmly. You couldn't have wound him up very tight.
ozma_of_oz_05_f000010|I didn't know how much to wind him, replied the girl; but I'll try to do better next time.|I didn't know how much to wind him, replied the girl; but I'll try to do better next time.
ozma_of_oz_05_f000011|She ran around the copper man to take the key from the peg at the back of his neck, but it was not there.|She ran around the copper man to take the key from the peg at the back of his neck, but it was not there.
ozma_of_oz_05_f000012|It's gone! cried Dorothy, in dismay.|It's gone! cried Dorothy, in dismay.
ozma_of_oz_05_f000013|What's gone? asked Billina.|What's gone? asked Billina.
ozma_of_oz_05_f000014|The key.|The key.
ozma_of_oz_05_f000015|It probably fell off when he made that low bow to you, returned the hen. Look around, and see if you cannot find it again.|It probably fell off when he made that low bow to you, returned the hen. Look around, and see if you cannot find it again.
ozma_of_oz_05_f000016|Dorothy looked, and the hen helped her, and by and by the girl discovered the clock-key, which had fallen into a crack of the rock.|Dorothy looked, and the hen helped her, and by and by the girl discovered the clock-key, which had fallen into a crack of the rock.
ozma_of_oz_05_f000017|At once she wound up Tiktok's voice, taking care to give the key as many turns as it would go around. She found this quite a task, as you may imagine if you have ever tried to wind a clock,|At once she wound up Tiktok's voice, taking care to give the key as many turns as it would go around. She found this quite a task, as you may imagine if you have ever tried to wind a clock,
ozma_of_oz_05_f000018|but the machine man's first words were to assure Dorothy that he would now run for at least twenty-four hours.|but the machine man's first words were to assure Dorothy that he would now run for at least twenty-four hours.
ozma_of_oz_05_f000019|You did not wind me much, at first, he calmly said, and I told you that long sto-ry a-bout King Ev-ol-do; so it is no won-der that I ran down.|You did not wind me much, at first, he calmly said, and I told you that long sto-ry a-bout King Ev-ol-do; so it is no won-der that I ran down.
ozma_of_oz_05_f000020|She next rewound the action clock-work, and then Billina advised her to carry the key to Tiktok in her pocket, so it would not get lost again.|She next rewound the action clock-work, and then Billina advised her to carry the key to Tiktok in her pocket, so it would not get lost again.
ozma_of_oz_05_f000021|And now, said Dorothy, when all this was accomplished, tell me what you were going to say about the Wheelers.|And now, said Dorothy, when all this was accomplished, tell me what you were going to say about the Wheelers.
ozma_of_oz_05_f000022|Why, they are noth-ing to be fright-en'd at, said the machine. They try to make folks be-lieve that they are ver-y ter-ri-ble,|Why, they are noth-ing to be fright-en'd at, said the machine. They try to make folks be-lieve that they are ver-y ter-ri-ble,
ozma_of_oz_05_f000023|but as a mat-ter of fact the Wheel-ers are harm-less e-nough to an-y one that dares to fight them.|but as a mat-ter of fact the Wheel-ers are harm-less e-nough to an-y one that dares to fight them.
ozma_of_oz_05_f000024|They might try to hurt a lit-tle girl like you, per-haps, be-cause they are ver-y mis-chiev-ous. But if I had a club they would run a-way as soon as they saw me.|They might try to hurt a lit-tle girl like you, per-haps, be-cause they are ver-y mis-chiev-ous. But if I had a club they would run a-way as soon as they saw me.
ozma_of_oz_05_f000025|Haven't you a club? asked Dorothy.|Haven't you a club? asked Dorothy.
ozma_of_oz_05_f000026|No, said Tiktok.|No, said Tiktok.
ozma_of_oz_05_f000027|And you won't find such a thing among these rocks, either, declared the yellow hen.|And you won't find such a thing among these rocks, either, declared the yellow hen.
ozma_of_oz_05_f000028|Then what shall we do? asked the girl.|Then what shall we do? asked the girl.
ozma_of_oz_05_f000029|Wind up my think-works tight-ly, and I will try to think of some oth-er plan, said Tiktok.|Wind up my think-works tight-ly, and I will try to think of some oth-er plan, said Tiktok.
ozma_of_oz_05_f000030|So Dorothy rewound his thought machinery, and while he was thinking she decided to eat her dinner. Billina was already pecking away at the cracks in the rocks,|So Dorothy rewound his thought machinery, and while he was thinking she decided to eat her dinner. Billina was already pecking away at the cracks in the rocks,
ozma_of_oz_05_f000031|to find something to eat, so Dorothy sat down and opened her tin dinner-pail.|to find something to eat, so Dorothy sat down and opened her tin dinner-pail.
ozma_of_oz_05_f000032|In the cover she found a small tank that was full of very nice lemonade. It was covered by a cup, which might also, when removed, be used to drink the lemonade from.|In the cover she found a small tank that was full of very nice lemonade. It was covered by a cup, which might also, when removed, be used to drink the lemonade from.
ozma_of_oz_05_f000033|Within the pail were three slices of turkey, two slices of cold tongue, some lobster salad, four slices of bread and butter, a small custard pie,|Within the pail were three slices of turkey, two slices of cold tongue, some lobster salad, four slices of bread and butter, a small custard pie,
ozma_of_oz_05_f000034|an orange and nine large strawberries, and some nuts and raisins.|an orange and nine large strawberries, and some nuts and raisins.
ozma_of_oz_05_f000035|Singularly enough, the nuts in this dinner-pail grew already cracked, so that Dorothy had no trouble in picking out their meats to eat.|Singularly enough, the nuts in this dinner-pail grew already cracked, so that Dorothy had no trouble in picking out their meats to eat.
ozma_of_oz_05_f000036|She spread the feast upon the rock beside her and began her dinner, first offering some of it to Tiktok, who declined because, as he said, he was merely a machine.|She spread the feast upon the rock beside her and began her dinner, first offering some of it to Tiktok, who declined because, as he said, he was merely a machine.
ozma_of_oz_05_f000037|Afterward she offered to share with Billina, but the hen murmured something about dead things and said she preferred her bugs and ants.|Afterward she offered to share with Billina, but the hen murmured something about dead things and said she preferred her bugs and ants.
ozma_of_oz_05_f000038|Do the lunch-box trees and the dinner-pail trees belong to the Wheelers? the child asked Tiktok, while engaged in eating her meal.|Do the lunch-box trees and the dinner-pail trees belong to the Wheelers? the child asked Tiktok, while engaged in eating her meal.
ozma_of_oz_05_f000039|Of course not, he answered. They be-long to the roy-al fam-il-y of Ev,|Of course not, he answered. They be-long to the roy-al fam-il-y of Ev,
ozma_of_oz_05_f000040|only of course there is no roy-al fam-il-y just now be-cause King Ev-ol-do jumped in-to the sea and his wife and ten chil-dren have been trans-formed by the Nome King.|only of course there is no roy-al fam-il-y just now be-cause King Ev-ol-do jumped in-to the sea and his wife and ten chil-dren have been trans-formed by the Nome King.
ozma_of_oz_05_f000041|So there is no one to rule the Land of Ev, that I can think of. Per-haps it is for this rea-son that the Wheel-ers claim the trees for their own,|So there is no one to rule the Land of Ev, that I can think of. Per-haps it is for this rea-son that the Wheel-ers claim the trees for their own,
ozma_of_oz_05_f000042|and pick the lunch-eons and din-ners to eat them-selves.|and pick the lunch-eons and din-ners to eat them-selves.
ozma_of_oz_05_f000043|But they be-long to the King, and you will find the roy-al E stamped up-on the bot-tom of ev-er-y din-ner pail.|But they be-long to the King, and you will find the roy-al E stamped up-on the bot-tom of ev-er-y din-ner pail.
ozma_of_oz_05_f000044|Dorothy turned the pail over, and at once discovered the royal mark upon it, as Tiktok had said.|Dorothy turned the pail over, and at once discovered the royal mark upon it, as Tiktok had said.
ozma_of_oz_05_f000045|Are the Wheelers the only folks living in the Land of Ev? enquired the girl.|Are the Wheelers the only folks living in the Land of Ev? enquired the girl.
ozma_of_oz_05_f000046|No; they only in-hab-it a small por-tion of it just back of the woods, replied the machine. But they have al-ways been mis-chiev-ous and im-per-ti-nent,|No; they only in-hab-it a small por-tion of it just back of the woods, replied the machine. But they have al-ways been mis-chiev-ous and im-per-ti-nent,
ozma_of_oz_05_f000047|and my old mas-ter, King Ev-ol-do, used to car-ry a whip with him, when he walked out, to keep the crea-tures in or-der.|and my old mas-ter, King Ev-ol-do, used to car-ry a whip with him, when he walked out, to keep the crea-tures in or-der.
ozma_of_oz_05_f000048|When I was first made the Wheel-ers tried to run o-ver me, and butt me with their heads; but they soon found I was built of too sol-id a ma-ter-i-al for them to in-jure.|When I was first made the Wheel-ers tried to run o-ver me, and butt me with their heads; but they soon found I was built of too sol-id a ma-ter-i-al for them to in-jure.
ozma_of_oz_05_f000049|You seem very durable, said Dorothy. Who made you?|You seem very durable, said Dorothy. Who made you?
ozma_of_oz_05_f000050|The firm of Smith & Tin-ker, in the town of Evna, where the roy-al pal-ace stands, answered Tiktok.|The firm of Smith  Tin-ker, in the town of Evna, where the roy-al pal-ace stands, answered Tiktok.
ozma_of_oz_05_f000051|Did they make many of you? asked the child.|Did they make many of you? asked the child.
ozma_of_oz_05_f000052|No; I am the only au-to-mat-ic me-chan-i-cal man they ev-er com-plet-ed, he replied. They were ver-y won-der-ful in-ven-tors, were my mak-ers,|No; I am the only au-to-mat-ic me-chan-i-cal man they ev-er com-plet-ed, he replied. They were ver-y won-der-ful in-ven-tors, were my mak-ers,
ozma_of_oz_05_f000053|and quite ar-tis-tic in all they did.|and quite ar-tis-tic in all they did.
ozma_of_oz_05_f000054|I am sure of that, said Dorothy. Do they live in the town of Evna now?|I am sure of that, said Dorothy. Do they live in the town of Evna now?
ozma_of_oz_05_f000055|They are both gone, replied the machine. mister Smith was an art-ist, as well as an in-vent-or, and he paint-ed a pic-ture of a riv-er which was so nat-ur-al that,|They are both gone, replied the machine. mister Smith was an art-ist, as well as an in-vent-or, and he paint-ed a pic-ture of a riv-er which was so nat-ur-al that,
ozma_of_oz_05_f000056|as he was reach-ing a-cross it to paint some flow-ers on the op-po-site bank, he fell in-to the wa-ter and was drowned.|as he was reach-ing a-cross it to paint some flow-ers on the op-po-site bank, he fell in-to the wa-ter and was drowned.
ozma_of_oz_05_f000057|Oh, I'm sorry for that! exclaimed the little girl.|Oh, I'm sorry for that! exclaimed the little girl.
ozma_of_oz_05_f000058|Mis-ter Tin-ker, continued Tiktok, made a lad-der so tall that he could rest the end of it a-gainst the moon, while he stood on the high-est rung and picked the lit-tle stars to set in the points of the king's crown.|Mis-ter Tin-ker, continued Tiktok, made a lad-der so tall that he could rest the end of it a-gainst the moon, while he stood on the high-est rung and picked the lit-tle stars to set in the points of the king's crown.
ozma_of_oz_05_f000059|But when he got to the moon Mis-ter Tin-ker found it such a love-ly place that he de-cid-ed to live there, so he pulled up the lad-der af-ter him and we have nev-er seen him since.|But when he got to the moon Mis-ter Tin-ker found it such a love-ly place that he de-cid-ed to live there, so he pulled up the lad-der af-ter him and we have nev-er seen him since.
ozma_of_oz_05_f000060|He must have been a great loss to this country, said Dorothy, who was by this time eating her custard pie.|He must have been a great loss to this country, said Dorothy, who was by this time eating her custard pie.
ozma_of_oz_05_f000061|He was, acknowledged Tiktok. Also he is a great loss to me. For if I should get out of or-der I do not know of an-y one a-ble to re-pair me, be-cause I am so com-pli-cat-ed.|He was, acknowledged Tiktok. Also he is a great loss to me. For if I should get out of or-der I do not know of an-y one a-ble to re-pair me, be-cause I am so com-pli-cat-ed.
ozma_of_oz_05_f000062|You have no i-de-a how full of ma-chin-er-y I am.|You have no i-de-a how full of ma-chin-er-y I am.
ozma_of_oz_05_f000063|I can imagine it, said Dorothy, readily.|I can imagine it, said Dorothy, readily.
ozma_of_oz_05_f000064|And now, continued the machine, I must stop talk-ing and be-gin think-ing a-gain of a way to es-cape from this rock. So he turned half way around,|And now, continued the machine, I must stop talk-ing and be-gin think-ing a-gain of a way to es-cape from this rock. So he turned half way around,
ozma_of_oz_05_f000065|in order to think without being disturbed.|in order to think without being disturbed.
